scolname,location_country,location_state,location_city,scale_students,scale_faculty
8903school,Dominican Republic,mean,together,8922,3727
8904school,Czech,nothing,stuff,8635,4388
8905school,Ecuador,if,trip,9678,509
8906school,Gambia,huge,because,8360,3470
8907school,Albania,budget,speech,615,273
8908school,Ecuador,detail,others,6205,2634
8909school,Italy,enter,term,3842,3358
8910school,Egypt,movement,bag,4723,3342
8911school,China,must,eight,5081,709
8912school,Antigua,can,add,6353,3871
8913school,Georgia,easy,shoulder,4477,3387
8914school,East Timor,very,development,4187,2165
8915school,Costa Rica,laugh,together,3087,3019
8916school,Germany,two,reach,5919,1720
8917school,Gabon,include,according,1346,613
8918school,Cuba,brother,yard,8824,2290
8919school,Germany,bag,success,5585,333
8920school,East Timor,more,community,2599,4437
8921school,Andorra,employee,personal,1796,4000
8922school,Congo,discuss,garden,3000,2908
8923school,Ecuador,writer,effect,8101,4231
8924school,Dominica,reality,factor,2097,4080
8925school,Costa Rica,debate,teach,6160,139
8926school,Ireland,rich,work,3894,3266
8927school,Gabon,now,thought,7523,143
8928school,Djibouti,man,exactly,5255,2650
8929school,France,analysis,coach,7308,4208
8930school,Argentina,help,Congress,672,3026
8931school,Dominica,life,art,9056,3222
8932school,Argentina,left,response,2618,4318
8933school,Germany,daughter,main,2611,4819
8934school,Ireland,group,wall,1130,1694
8935school,Gabon,approach,fly,8163,1261
8936school,Argentina,anything,arm,6780,3491
8937school,Ecuador,enough,maybe,5174,2269
8938school,Angola,red,performance,1237,635
8939school,Costa Rica,other,either,1952,2768
8940school,Denmark,board,voice,4748,1317
8941school,Congo,whole,magazine,6925,4638
8942school,Egypt,anyone,make,1688,2883
8943school,Algeria,popular,middle,1525,1418
8944school,Italy,party,enough,1602,2638
8945school,Gabon,system,however,2472,4074
8946school,Albania,such,material,2543,675
8947school,Antigua,pick,day,8400,4637
8948school,Algeria,answer,together,8005,1330
8949school,Gambia,do,one,3160,2565
8950school,Korea South,word,service,9871,2615
8951school,Argentina,every,allow,5798,3445
8952school,Cyprus,blue,evidence,1484,4990
8953school,Antigua,history,here,9931,986
8954school,United States,right,bag,4637,1224
8955school,Algeria,prevent,guess,9713,2348
8956school,Costa Rica,too,media,6265,3368
8957school,Georgia,rate,outside,3984,1343
8958school,Cuba,so,either,9995,173
8959school,Colombia,present,law,8883,44
8960school,Afghanistan,serious,address,6199,4342
8961school,Argentina,alone,yourself,1551,4280
8962school,Andorra,reduce,color,1506,670
8963school,Republic,structure,skill,5081,3427
8964school,Republic,book,value,9082,1140
8965school,Angola,market,vote,7489,945
8966school,United States,research,attention,2908,4284
8967school,Afghanistan,central,few,9898,805
8968school,Gambia,eat,amount,5915,1443
8969school,Congo,throughout,campaign,1955,124
8970school,Gambia,focus,bad,5199,4747
8971school,Costa Rica,close,business,7249,3636
8972school,Dominican Republic,art,person,3014,3336
8973school,Angola,together,phone,9356,2646
8974school,Egypt,worker,door,2277,4508
8975school,Comoros,stay,issue,7816,4787
8976school,Djibouti,turn,prevent,508,4828
8977school,Angola,enjoy,institution,179,4529
8978school,Argentina,current,item,9799,3466
8979school,Gabon,experience,support,6758,3481
8980school,Egypt,four,crime,5832,2471
8981school,France,control,race,9935,1681
8982school,Andorra,relate,world,1737,2047
8983school,Denmark,run,list,3825,636
8984school,Japan,have,across,365,3007
8985school,Andorra,ahead,middle,4822,1905
8986school,Djibouti,consider,seem,2568,1033
8987school,Argentina,them,cell,7347,4232
8988school,France,where,mouth,3082,4652
8989school,Dominican Republic,color,agree,2489,2677
8990school,Ecuador,husband,care,2770,2978
8991school,France,political,skill,863,3167
8992school,United States,see,win,8735,1755
8993school,Denmark,scene,break,3955,630
8994school,Angola,positive,spring,8075,1879
8995school,Dominica,race,like,7214,1604
8996school,Dominica,sing,party,5165,1689
8997school,Comoros,data,beyond,149,4535
8998school,Ireland,him,look,9544,305
8999school,Colombia,message,since,4887,4883
9000school,East Timor,process,clearly,4432,3807
9001school,East Timor,note,bring,3194,983
9002school,Djibouti,factor,and,4072,3683
9003school,Ecuador,treatment,fire,570,568
9004school,Djibouti,bar,seek,2714,1278
9005school,Korea South,page,matter,8925,2359
9006school,Gabon,boy,every,3056,1474
9007school,Djibouti,go,build,6901,4395
9008school,Japan,then,company,5017,240
9009school,Albania,system,step,4626,1859
9010school,Dominican Republic,field,fly,2589,1381
9011school,China,control,enter,4240,1209
9012school,Colombia,out,parent,7806,291
9013school,Djibouti,have,already,2706,180
9014school,Colombia,somebody,feel,9888,2041
9015school,Dominican Republic,cultural,firm,6510,3463
9016school,Ecuador,force,understand,148,2795
9017school,Egypt,available,various,9917,3097
9018school,Korea South,how,system,5339,4439
9019school,Albania,employee,perform,2138,2999
9020school,Comoros,indeed,pull,7027,3984
9021school,Antigua,sport,tree,1759,2601
9022school,Croatia,imagine,bit,5392,3725
9023school,Egypt,current,nice,8289,3885
9024school,Denmark,forget,college,6004,3077
9025school,Colombia,main,hair,1973,1546
9026school,Dominica,amount,sister,6004,3795
9027school,Germany,left,here,6023,1804
9028school,Germany,evening,media,2954,527
9029school,Dominican Republic,skin,fire,7521,994
9030school,Croatia,property,trial,9504,4038
9031school,Argentina,director,from,7555,3213
9032school,Korea South,give,subject,3860,3343
9033school,France,successful,member,242,118
9034school,Djibouti,their,increase,5497,3433
9035school,Japan,finish,character,3181,2448
9036school,Croatia,Mr,hundred,1088,14
9037school,Croatia,become,challenge,6018,965
9038school,Angola,finish,own,3981,1275
9039school,China,treatment,mention,423,4579
9040school,Dominican Republic,short,billion,478,1587
9041school,Colombia,common,writer,3441,668
9042school,Dominican Republic,possible,space,9369,2170
9043school,Antigua,under,thing,6025,357
9044school,Colombia,per,us,5122,1259
9045school,Comoros,develop,create,3508,3136
9046school,Czech,teach,key,3224,2917
9047school,Algeria,investment,end,5303,942
9048school,Italy,lawyer,call,2830,114
9049school,Cyprus,politics,house,2310,4346
9050school,Afghanistan,word,student,9374,754
9051school,East Timor,those,off,4771,3535
9052school,Antigua,hundred,how,8034,3293
9053school,Italy,rather,charge,5401,3036
9054school,Antigua,loss,may,972,4418
9055school,Comoros,least,property,6987,1147
9056school,Albania,their,industry,8659,3066
9057school,France,down,place,7305,1526
9058school,Ecuador,each,you,7431,2234
9059school,United Kingdom,go,increase,9300,391
9060school,Egypt,country,reveal,1831,2344
9061school,Georgia,whether,move,1643,3672
9062school,East Timor,crime,play,8742,107
9063school,Italy,million,recently,9265,4365
9064school,Germany,even,list,1112,2772
9065school,Gabon,positive,car,2521,1002
9066school,Djibouti,tell,consider,1095,2698
9067school,Italy,conference,remain,5651,1276
9068school,Egypt,least,since,681,4796
9069school,Dominica,soldier,threat,4567,171
9070school,China,sister,need,2779,4485
9071school,Congo,really,four,7751,4517
9072school,Ireland,share,later,4217,3636
9073school,Cuba,mention,his,3239,4823
9074school,Germany,there,season,9752,3309
9075school,Algeria,management,president,9645,4411
9076school,Egypt,wonder,little,5396,4741
9077school,Angola,now,little,288,383
9078school,China,get,continue,1202,61
9079school,Gabon,task,shake,6694,1460
9080school,United States,large,each,9012,4282
9081school,Andorra,address,answer,7987,4121
9082school,Antigua,however,guy,1124,4931
9083school,Italy,each,right,8084,3857
9084school,Djibouti,best,rock,9259,2291
9085school,Djibouti,easy,individual,9499,27
9086school,Argentina,here,memory,3461,4685
9087school,Dominican Republic,TV,bag,3941,3378
9088school,Andorra,interview,others,5791,3322
9089school,Algeria,growth,wait,6369,2756
9090school,Costa Rica,candidate,build,4710,2659
9091school,Afghanistan,now,particularly,4455,3692
9092school,United States,question,teacher,7336,3119
9093school,Cyprus,cultural,beautiful,3491,3220
9094school,East Timor,shake,or,2781,2837
9095school,Congo,trouble,us,5608,1611
9096school,Andorra,toward,sound,188,4638
9097school,Congo,kitchen,significant,4289,3822
9098school,Italy,third,window,9410,1126
9099school,Gambia,bit,training,2680,3972
9100school,Czech,air,size,9348,3988
9101school,Costa Rica,four,green,6063,1453
9102school,United States,majority,cell,3918,3291
9103school,Korea South,different,but,4775,17
9104school,Antigua,car,resource,7014,4654
9105school,Andorra,share,news,6862,184
9106school,Algeria,threat,point,4294,4811
9107school,Costa Rica,away,story,5139,841
9108school,Georgia,staff,method,3511,1085
9109school,Republic,kid,while,5242,2054
9110school,Cuba,space,what,5483,4100
9111school,China,research,foot,2907,2850
9112school,Costa Rica,man,these,2092,4297
9113school,Dominican Republic,father,employee,3307,79
9114school,Djibouti,general,subject,4990,3039
9115school,Congo,guess,do,1004,4971
9116school,Angola,reason,light,3526,1514
9117school,France,probably,turn,4027,1636
9118school,Argentina,term,inside,5906,4726
9119school,East Timor,lot,share,8708,2924
9120school,United Kingdom,quite,the,6138,4051
9121school,East Timor,dinner,experience,4996,1379
9122school,Georgia,government,range,3671,3212
9123school,France,hit,put,9424,1939
9124school,United States,fly,eight,5618,2014
9125school,United Kingdom,fact,carry,3612,4271
9126school,Dominica,kitchen,show,324,2706
9127school,Albania,lose,to,9249,2849
9128school,Comoros,physical,likely,3097,886
9129school,France,land,remain,3678,3916
9130school,Antigua,just,ready,6487,1627
9131school,Gambia,ago,water,2599,126
9132school,Gambia,more,movement,1823,2002
9133school,Djibouti,especially,Democrat,887,1493
9134school,Denmark,purpose,shoulder,6964,2746
9135school,Cyprus,trip,explain,4912,3533
9136school,Georgia,play,rule,6837,2318
9137school,United States,clear,move,5448,439
9138school,Argentina,break,perhaps,7752,2317
9139school,Colombia,particularly,tonight,2955,2650
9140school,Ecuador,industry,dark,1292,1801
9141school,Andorra,great,give,5623,1718
9142school,United Kingdom,thousand,itself,3272,3695
9143school,Dominican Republic,dog,radio,7905,2624
9144school,China,situation,mind,3141,1908
9145school,Ecuador,doctor,within,6433,4648
9146school,Dominican Republic,feeling,others,2002,3349
9147school,Costa Rica,room,inside,4870,4076
9148school,Croatia,prevent,your,9864,106
9149school,Algeria,hit,someone,8423,2038
9150school,Colombia,author,campaign,3996,3844
9151school,Djibouti,if,close,8091,3615
9152school,Angola,particularly,region,7610,1822
9153school,Congo,second,today,939,1270
9154school,Afghanistan,born,information,2508,1484
9155school,United States,street,never,1662,1245
9156school,Dominican Republic,bill,bed,6921,2094
9157school,East Timor,no,difficult,9087,207
9158school,Denmark,fall,spring,6244,4040
9159school,United Kingdom,partner,smile,6813,1817
9160school,Japan,unit,various,9440,3157
9161school,Cyprus,seven,protect,6915,93
9162school,Ireland,investment,whether,6353,2715
9163school,Costa Rica,voice,day,1339,2561
9164school,Croatia,understand,one,2036,4223
9165school,Algeria,expert,attorney,1744,4372
9166school,Korea South,animal,know,7734,4120
9167school,Dominican Republic,reason,claim,3991,2473
9168school,Comoros,that,blue,2906,4965
9169school,Czech,gun,like,768,3619
9170school,United States,member,yard,5106,3863
9171school,Korea South,system,certainly,9898,1661
9172school,Croatia,likely,it,6511,3963
9173school,Ecuador,off,TV,3112,962
9174school,Djibouti,site,small,6221,3139
9175school,United States,economy,produce,9742,1171
9176school,Cuba,once,foot,5945,1496
9177school,France,attention,mother,4311,1926
9178school,Comoros,American,find,5110,4637
9179school,France,occur,Congress,3942,569
9180school,Ireland,source,past,1307,3085
9181school,Gambia,art,store,1759,4308
9182school,Ecuador,tell,finish,2398,2081
9183school,Angola,of,military,5966,3921
9184school,Congo,general,teacher,5680,93
9185school,Japan,live,act,7300,140
9186school,Gambia,eight,section,4253,2518
9187school,Cuba,increase,look,3269,432
9188school,Ecuador,across,article,2278,3183
9189school,Costa Rica,big,claim,851,1425
9190school,Cyprus,technology,special,1956,1650
9191school,Italy,artist,action,5503,3779
9192school,Italy,interesting,player,1496,1166
9193school,Afghanistan,know,you,8737,149
9194school,Colombia,house,account,5072,1170
9195school,Republic,kind,toward,2344,3528
9196school,Cuba,message,choice,7019,1417
9197school,Costa Rica,international,run,4775,3827
9198school,Germany,eat,rate,1821,1543
9199school,Egypt,point,eye,8409,4662
9200school,East Timor,identify,speech,6355,1556
9201school,Republic,serve,learn,62,1009
9202school,Andorra,free,manage,3960,4345
9203school,Ecuador,speak,themselves,192,374
9204school,Antigua,health,computer,2784,960
9205school,Georgia,employee,deep,386,1121
9206school,Italy,participant,leg,3431,1294
9207school,Gambia,well,gas,4821,2627
9208school,Comoros,research,ability,9555,1639
9209school,Algeria,less,this,162,4581
9210school,United States,upon,about,1701,2022
9211school,Japan,tough,measure,2395,3851
9212school,Antigua,court,office,2593,2615
9213school,Antigua,sit,theory,9172,2445
9214school,Ireland,certainly,foot,4747,1192
9215school,France,drop,rate,4013,1330
9216school,Ireland,relationship,approach,3036,4745
9217school,Germany,even,institution,609,4938
9218school,United States,century,hit,4266,4030
9219school,Algeria,easy,chance,2702,4941
9220school,Costa Rica,religious,because,9294,3632
9221school,United States,air,goal,6592,3643
9222school,Albania,bad,evening,6955,2606
9223school,Ecuador,evidence,huge,1176,3408
9224school,Comoros,place,read,4411,2099
9225school,Cyprus,new,company,3019,4088
9226school,Afghanistan,itself,national,3982,1231
9227school,Afghanistan,out,size,6823,864
9228school,Korea South,according,only,5911,4499
9229school,United Kingdom,responsibility,technology,3306,295
9230school,Albania,great,executive,2907,3881
9231school,China,evidence,plan,1730,2322
9232school,Cyprus,peace,outside,3378,1712
9233school,China,put,offer,9762,1909
9234school,Antigua,shoulder,election,260,1007
9235school,East Timor,measure,catch,7080,1671
9236school,Gambia,agency,special,3636,3283
9237school,Algeria,college,best,5948,3399
9238school,China,economic,still,5140,1228
