labname,size_student,size_staff,labdept
9541,40,46,Albania
9542,72,20,Denmark
9543,38,50,Dominica
9544,16,19,Croatia
9545,87,42,Croatia
9546,93,19,Denmark
9547,60,19,Albania
9548,24,11,Argentina
9549,7,29,Denmark
9550,83,33,Cuba
9551,27,22,Djibouti
9552,72,28,Germany
9553,66,12,Congo
9554,26,6,Dominican Republic
9555,73,25,Comoros
9556,36,49,Algeria
9557,28,12,Costa Rica
9558,69,19,Andorra
9559,14,34,Korea South
9560,13,27,China
9561,12,13,Ireland
9562,47,44,Denmark
9563,97,49,Germany
9564,44,24,Italy
9565,13,47,Egypt
9566,75,13,Djibouti
9567,22,39,United Kingdom
9568,74,10,Italy
9569,35,2,Egypt
9570,69,35,Colombia
9571,43,24,Korea South
9572,8,37,Algeria
9573,43,11,Ecuador
9574,41,1,Comoros
9575,70,31,Albania
9576,61,6,Dominica
9577,63,37,United States
9578,85,25,Argentina
9579,63,1,East Timor
9580,65,16,United States
9581,27,5,Comoros
9582,6,16,Egypt
9583,65,9,France
9584,6,37,Croatia
9585,53,1,United Kingdom
9586,37,42,Czech
9587,38,50,Comoros
9588,72,47,United Kingdom
9589,63,2,Argentina
9590,82,22,Comoros
9591,85,27,Ireland
9592,88,25,Comoros
9593,25,24,Germany
9594,75,43,Denmark
9595,93,1,Denmark
9596,34,7,Afghanistan
9597,18,21,Ireland
9598,86,32,Cuba
9599,33,37,Congo
9600,9,6,China
9601,83,21,France
9602,52,28,Comoros
9603,28,44,Georgia
9604,74,34,Japan
9605,24,36,Argentina
9606,35,39,Antigua
9607,48,18,Czech
9608,84,37,Egypt
9609,60,23,East Timor
9610,3,4,Costa Rica
9611,31,5,Gabon
9612,80,43,Korea South
9613,84,30,Ecuador
9614,24,49,Republic
9615,7,18,China
9616,99,38,Colombia
9617,69,45,Djibouti
9618,72,41,Angola
9619,27,11,Dominican Republic
9620,51,21,Cuba
9621,26,28,Ecuador
9622,2,11,Gabon
9623,60,1,France
9624,87,50,Dominican Republic
9625,33,44,Gambia
9626,51,2,Georgia
9627,12,4,Albania
9628,100,40,Algeria
9629,63,13,Algeria
9630,31,50,Djibouti
9631,27,30,Gambia
9632,17,6,Antigua
9633,90,15,Angola
9634,27,34,China
9635,80,28,Japan
9636,98,49,Cyprus
9637,16,34,Cuba
9638,10,40,United States
9639,52,46,Dominica
9640,63,23,United Kingdom
9641,44,20,Albania
9642,6,46,Dominican Republic
9643,81,18,Italy
9644,75,25,Algeria
9645,65,13,Afghanistan
9646,62,43,Antigua
9647,63,17,Colombia
9648,76,46,Comoros
9649,25,34,Italy
9650,25,42,Albania
9651,41,25,Ecuador
9652,87,3,United States
9653,71,31,East Timor
9654,48,7,China
9655,33,25,Djibouti
9656,50,47,Gabon
9657,81,50,Cuba
9658,81,7,Congo
9659,39,29,Colombia
9660,57,36,Denmark
9661,47,43,Cuba
9662,63,17,Egypt
9663,48,4,Georgia
9664,68,50,China
9665,34,39,Albania
9666,97,17,Dominican Republic
9667,81,38,Egypt
9668,7,42,Japan
9669,44,16,Ireland
9670,67,19,Georgia
9671,10,31,Ireland
9672,88,33,Ireland
9673,22,32,Cyprus
9674,3,35,Denmark
9675,18,47,Algeria
9676,94,25,Japan
9677,33,8,United States
9678,82,50,Costa Rica
9679,90,47,Egypt
9680,38,10,Djibouti
9681,82,44,Comoros
9682,2,32,Algeria
9683,77,42,Gabon
9684,65,2,Germany
9685,94,41,United Kingdom
9686,1,49,Congo
9687,16,39,Republic
9688,47,23,Andorra
9689,70,24,Ireland
9690,61,26,Antigua
9691,63,16,Algeria
9692,93,2,Antigua
9693,90,43,Costa Rica
9694,51,14,Denmark
9695,51,35,Georgia
9696,24,2,Croatia
9697,18,19,East Timor
9698,14,4,Andorra
9699,61,15,Djibouti
9700,35,34,Ireland
9701,48,11,United Kingdom
9702,88,15,Albania
9703,27,1,Croatia
9704,55,50,Algeria
9705,95,2,Japan
9706,26,40,Djibouti
9707,96,8,Egypt
9708,99,13,France
9709,12,16,Ecuador
9710,82,22,Angola
9711,93,15,Italy
9712,65,13,Albania
9713,58,9,Costa Rica
9714,21,45,Egypt
9715,37,22,Antigua
9716,38,47,Djibouti
9717,30,10,Georgia
9718,71,17,Egypt
9719,1,27,Andorra
9720,22,7,United Kingdom
9721,18,28,Japan
9722,43,45,Czech
9723,48,44,Antigua
9724,57,16,Egypt
9725,37,6,United Kingdom
9726,99,46,Dominica
9727,61,2,Ireland
9728,70,14,Afghanistan
9729,16,39,Andorra
9730,60,27,Argentina
9731,23,36,Republic
9732,67,2,Ireland
9733,34,36,Denmark
9734,40,26,Dominica
9735,51,28,Costa Rica
9736,93,47,East Timor
9737,82,6,East Timor
9738,18,34,Angola
9739,78,21,France
9740,83,49,East Timor
9741,34,22,Denmark
9742,6,28,Argentina
9743,86,27,Costa Rica
9744,82,35,Andorra
9745,82,18,Dominican Republic
9746,49,12,Denmark
9747,18,11,Gabon
9748,83,10,Dominican Republic
9749,68,30,Dominica
9750,77,37,Italy
9751,34,39,Congo
9752,35,42,United Kingdom
9753,31,32,France
9754,97,6,East Timor
9755,72,37,Dominican Republic
9756,18,27,Gabon
9757,90,4,Denmark
9758,7,25,Cuba
9759,82,5,Costa Rica
9760,51,34,Egypt
9761,86,34,Republic
9762,56,21,Cyprus
9763,34,41,Congo
9764,100,14,France
9765,12,34,Angola
9766,16,26,Albania
9767,4,10,Ireland
9768,23,23,Republic
9769,43,38,Costa Rica
9770,48,11,Gabon
9771,28,45,Algeria
9772,96,38,Cuba
9773,35,6,Cuba
9774,90,24,Ireland
9775,73,37,Italy
9776,55,31,Costa Rica
9777,27,19,Czech
9778,92,30,Andorra
9779,2,43,Gambia
9780,58,17,Cuba
9781,21,30,France
9782,96,22,Cyprus
9783,94,33,Dominica
9784,66,20,Republic
9785,43,18,Denmark
9786,12,29,East Timor
9787,19,32,Andorra
9788,21,48,Dominican Republic
9789,39,43,China
9790,22,17,Ireland
9791,62,33,Croatia
9792,84,33,Congo
9793,96,16,Gambia
9794,15,23,Egypt
9795,58,25,Cuba
9796,85,1,Costa Rica
9797,48,50,Antigua
9798,3,46,Costa Rica
9799,71,47,Albania
9800,18,9,Gambia
9801,14,32,Algeria
9802,48,42,Angola
9803,26,13,Republic
9804,70,25,United States
9805,62,30,Cuba
9806,44,46,East Timor
9807,76,17,Czech
9808,20,25,Angola
9809,76,6,Korea South
9810,96,50,East Timor
9811,34,1,Antigua
9812,60,10,Czech
9813,68,35,Angola
9814,9,25,Georgia
9815,59,25,Denmark
9816,45,24,Gambia
9817,88,27,Korea South
9818,64,25,China
9819,93,39,Germany
9820,97,2,East Timor
9821,96,28,Angola
9822,96,38,Andorra
9823,26,39,Korea South
9824,14,5,Antigua
9825,63,15,Antigua
9826,56,15,Germany
9827,20,41,Korea South
9828,72,40,Angola
9829,66,12,Gambia
9830,44,6,Gabon
9831,98,47,Georgia
9832,42,27,Afghanistan
9833,95,25,Germany
9834,35,31,Ecuador
9835,34,33,East Timor
9836,9,27,Georgia
9837,91,9,Dominica
9838,100,36,United Kingdom
9839,22,39,Croatia
9840,53,40,Egypt
9841,6,32,Afghanistan
9842,81,28,Afghanistan
9843,6,21,Angola
9844,39,41,Angola
9845,79,17,Egypt
9846,70,38,Djibouti
9847,32,8,Japan
9848,82,16,Angola
9849,16,33,France
9850,77,42,Japan
9851,33,23,France
9852,55,29,Dominica
9853,37,14,Angola
9854,79,11,Republic
9855,62,17,Egypt
9856,58,47,Argentina
9857,12,6,Czech
9858,62,23,France
9859,98,24,Czech
9860,65,33,Germany
9861,63,34,France
9862,70,18,Gabon
9863,84,9,Cyprus
9864,62,37,Gambia
9865,46,28,China
9866,27,3,Czech
9867,24,38,Albania
9868,78,30,Comoros
9869,79,25,Comoros
9870,94,26,Ecuador
9871,72,33,Argentina
9872,41,10,Albania
9873,5,13,Ireland
9874,48,31,Costa Rica
9875,67,25,Denmark
9876,38,17,Denmark
9877,26,17,Egypt
9878,40,24,Albania
9879,37,24,Denmark
9880,62,12,Dominican Republic
9881,47,7,Congo
9882,84,25,Albania
9883,98,22,Angola
9884,25,46,Costa Rica
9885,19,6,Dominica
9886,13,15,Republic
9887,27,16,Angola
9888,78,36,Colombia
9889,3,2,Ecuador
9890,61,8,Ecuador
9891,76,7,France
9892,24,18,Colombia
9893,71,44,Croatia
9894,2,43,Congo
9895,83,14,Andorra
9896,15,9,Japan
9897,37,17,East Timor
9898,57,39,Afghanistan
9899,18,16,Andorra
9900,28,22,Dominica
9901,5,45,Argentina
9902,84,29,Costa Rica
9903,82,49,United States
9904,39,12,United Kingdom
9905,56,10,United States
9906,63,34,East Timor
9907,60,35,Colombia
9908,67,20,Andorra
9909,3,5,United Kingdom
9910,87,34,Cyprus
9911,71,38,Gambia
9912,62,35,Italy
9913,9,29,Croatia
9914,27,28,Costa Rica
9915,66,24,Costa Rica
9916,53,34,Costa Rica
9917,93,21,Japan
9918,82,17,Dominica
9919,24,25,Algeria
9920,65,45,Dominican Republic
9921,51,45,Gabon
9922,35,14,Argentina
9923,16,10,Albania
9924,21,34,East Timor
9925,51,20,Andorra
9926,20,41,Croatia
9927,81,45,Korea South
9928,32,48,Dominica
9929,23,19,Ecuador
9930,43,16,Republic
9931,44,37,Djibouti
9932,37,11,Czech
9933,40,17,United Kingdom
9934,12,45,Angola
9935,69,28,Colombia
9936,68,1,Republic
9937,6,6,Antigua
9938,56,17,Republic
9939,66,29,Japan
9940,63,49,United Kingdom
9941,61,31,Colombia
9942,72,36,United Kingdom
9943,79,17,Cuba
9944,17,40,Cuba
9945,61,43,Republic
9946,1,27,Dominican Republic
9947,60,18,Gambia
9948,13,4,Comoros
9949,9,15,Costa Rica
9950,89,1,Djibouti
9951,90,33,Japan
9952,32,29,Antigua
9953,19,39,Djibouti
9954,7,6,Ireland
9955,42,12,Antigua
9956,100,34,Antigua
9957,30,28,Comoros
9958,44,37,United Kingdom
9959,13,41,Korea South
9960,74,32,Colombia
9961,47,30,Czech
9962,47,2,Angola
9963,61,8,United States
9964,50,21,United Kingdom
9965,35,8,Germany
9966,91,11,Djibouti
9967,28,46,Germany
9968,36,17,Dominican Republic
9969,72,17,Dominican Republic
9970,89,48,Andorra
9971,73,10,Cuba
9972,67,20,Costa Rica
9973,89,34,France
9974,64,8,Cyprus
9975,62,40,United States
9976,18,2,United Kingdom
9977,29,9,Afghanistan
9978,61,38,Comoros
9979,67,25,Andorra
9980,20,1,Denmark
9981,53,36,Afghanistan
9982,37,21,Afghanistan
9983,23,48,Argentina
9984,58,35,Dominican Republic
9985,10,4,Italy
9986,84,43,Andorra
9987,95,47,United States
9988,83,48,France
9989,77,45,Denmark
9990,90,42,Afghanistan
9991,7,29,East Timor
9992,30,8,Croatia
9993,61,3,China
9994,2,31,United Kingdom
9995,37,38,Albania
9996,53,4,Korea South
9997,25,8,Congo
9998,44,32,Korea South
9999,90,40,Croatia
10000,57,5,Dominican Republic
10001,77,4,Korea South
10002,18,20,Denmark
10003,77,14,Gabon
10004,31,32,Algeria
10005,79,21,Gabon
10006,12,21,United Kingdom
10007,45,3,Algeria
10008,49,34,Cyprus
10009,20,47,Algeria
10010,1,15,Japan
10011,53,39,Algeria
10012,40,11,Antigua
10013,40,31,Antigua
10014,55,22,East Timor
10015,35,48,Andorra
10016,38,10,Djibouti
10017,46,12,Gabon
10018,21,29,Comoros
10019,68,23,Andorra
10020,90,43,Congo
10021,87,2,Angola
10022,95,41,Andorra
10023,64,3,Korea South
10024,34,5,Albania
10025,3,6,Argentina
10026,82,2,Gambia
10027,57,11,Japan
10028,16,18,Ireland
10029,7,25,Comoros
10030,65,42,Germany
10031,94,7,East Timor
10032,94,14,Gambia
10033,92,24,Czech
10034,89,49,Gambia
10035,99,31,Argentina
10036,89,7,Comoros
10037,7,7,France
10038,24,47,Algeria
10039,99,13,Andorra
10040,36,42,Albania
10041,14,18,Georgia
10042,1,6,Japan
10043,23,40,Algeria
10044,62,26,Comoros
10045,69,33,Djibouti
10046,60,40,Japan
10047,73,1,Argentina
10048,74,37,United States
10049,27,21,Ireland
10050,44,24,Czech
10051,74,37,Georgia
10052,46,16,Denmark
10053,74,34,France
10054,35,13,Antigua
10055,87,17,Costa Rica
10056,75,3,Japan
10057,32,34,Egypt
10058,85,31,Republic
10059,4,34,Gabon
10060,73,34,United States
10061,98,16,China
10062,14,44,Argentina
10063,26,45,United Kingdom
10064,82,5,Congo
10065,37,8,Albania
10066,40,22,Colombia
10067,10,25,Croatia
10068,50,41,Germany
10069,37,23,Georgia
10070,95,27,Dominica
10071,62,50,Gabon
10072,21,41,United States
10073,64,45,Georgia
10074,59,20,Colombia
10075,83,47,United States
10076,16,17,Italy
10077,51,39,Ireland
10078,90,39,East Timor
10079,21,40,Gabon
10080,27,23,Colombia
10081,6,2,Comoros
10082,35,37,Angola
10083,55,48,Dominican Republic
10084,68,44,Albania
10085,65,36,Colombia
10086,96,3,France
10087,39,16,Korea South
10088,79,11,Andorra
10089,45,37,Cyprus
10090,50,8,Egypt
10091,97,37,Italy
10092,95,46,Albania
10093,10,13,China
10094,93,31,Dominican Republic
10095,70,48,Japan
10096,81,21,Andorra
10097,75,44,Ecuador
10098,23,10,Dominican Republic
10099,16,48,Germany
10100,43,20,Gabon
10101,91,45,Albania
10102,2,16,Japan
10103,74,26,Italy
10104,4,20,Gabon
10105,87,42,Denmark
10106,35,35,France
10107,24,49,France
10108,95,3,China
10109,2,49,Gambia
10110,71,25,Cuba
10111,91,3,Czech
10112,45,16,Gabon
10113,30,48,Ireland
10114,100,16,Italy
10115,4,30,Andorra
10116,10,8,Afghanistan
10117,85,36,Angola
10118,87,3,Dominican Republic
10119,76,30,Egypt
10120,72,10,United States
10121,32,14,United Kingdom
10122,38,35,Gambia
10123,38,32,Cuba
10124,80,34,Comoros
10125,25,8,Czech
10126,58,9,Japan
10127,55,47,Colombia
10128,79,3,Gabon
10129,19,30,Italy
10130,56,22,Algeria
10131,7,22,Afghanistan
10132,18,18,Congo
10133,79,32,Czech
10134,48,28,Algeria
10135,88,24,Germany
10136,45,38,Croatia
10137,23,41,Congo
10138,30,9,United States
10139,53,35,Dominica
10140,45,17,Korea South
10141,91,18,Czech
10142,11,25,Cuba
10143,14,29,Andorra
10144,94,22,Italy
10145,58,14,Georgia
10146,17,24,Colombia
10147,93,40,Ireland
10148,32,23,Costa Rica
10149,24,17,Korea South
10150,51,40,Egypt
10151,4,31,Algeria
10152,8,44,Dominican Republic
10153,44,17,Gabon
10154,63,2,Afghanistan
10155,42,48,Dominica
10156,22,28,United Kingdom
10157,25,31,Egypt
10158,13,36,Comoros
10159,69,45,Ireland
10160,63,8,Cuba
10161,89,17,France
10162,94,49,East Timor
10163,21,5,East Timor
10164,12,41,Antigua
10165,2,44,Afghanistan
10166,99,12,Congo
10167,32,8,United Kingdom
10168,63,34,Germany
10169,20,48,Gambia
10170,71,18,Japan
10171,22,39,Egypt
10172,65,49,Afghanistan
10173,31,35,Dominica
10174,30,9,Congo
10175,75,4,Georgia
10176,9,25,Ireland
10177,17,37,Korea South
10178,65,30,China
10179,85,17,Georgia
10180,27,12,Croatia
10181,56,36,Cuba
10182,20,13,Gambia
10183,25,26,Korea South
10184,3,17,Korea South
10185,31,13,Republic
10186,88,18,Antigua
10187,18,14,Czech
10188,91,50,Andorra
10189,72,17,Georgia
10190,88,24,Gambia
10191,93,31,Czech
10192,100,6,Republic
10193,84,13,Republic
10194,12,31,Afghanistan
10195,41,7,Colombia
10196,28,5,Antigua
10197,45,37,Djibouti
10198,11,50,Dominica
10199,70,23,Cyprus
10200,5,42,Andorra
10201,24,28,Andorra
10202,17,13,East Timor
10203,19,15,Italy
10204,60,49,Algeria
10205,68,17,Antigua
10206,63,39,Republic
10207,74,47,Andorra
10208,58,41,Albania
10209,9,24,United States
10210,18,29,Cuba
10211,31,5,Korea South
10212,64,10,Korea South
10213,6,4,Cyprus
10214,35,21,France
10215,21,48,Ireland
10216,10,34,Czech
10217,49,50,East Timor
10218,16,20,United States
10219,66,44,Gambia
10220,37,18,East Timor
10221,72,9,Denmark
10222,10,47,Congo
10223,2,41,France
10224,57,42,Comoros
10225,5,20,Gabon
10226,44,19,Angola
10227,91,17,East Timor
10228,68,46,Argentina
10229,59,35,East Timor
10230,55,42,Djibouti
10231,95,12,Cuba
10232,44,23,Korea South
10233,43,12,Dominican Republic
10234,48,33,Croatia
10235,68,38,Colombia
10236,78,41,Colombia
10237,23,18,Ireland
10238,74,45,Cuba
10239,75,30,United Kingdom
10240,19,17,Republic
10241,79,9,East Timor
10242,53,41,Germany
10243,12,48,Georgia
10244,6,19,Georgia
10245,77,45,Argentina
10246,17,44,Ecuador
10247,61,18,Czech
10248,53,1,Korea South
10249,45,9,Georgia
10250,49,48,Congo
10251,100,16,Dominican Republic
10252,37,4,Italy
10253,97,33,Comoros
10254,60,8,Antigua
10255,71,40,Angola
10256,81,3,Cyprus
10257,13,19,Colombia
10258,49,9,Republic
10259,84,31,Ireland
10260,10,27,Korea South
10261,24,32,Cyprus
10262,16,48,China
10263,14,13,Japan
10264,46,29,East Timor
10265,4,26,Costa Rica
10266,22,18,Cuba
10267,46,17,Costa Rica
10268,31,16,Afghanistan
10269,23,1,Argentina
10270,57,4,Ireland
10271,97,44,Algeria
10272,17,11,Republic
10273,35,45,Dominican Republic
10274,81,36,Andorra
10275,21,46,Czech
10276,5,25,Dominica
10277,90,44,Gabon
10278,21,3,Georgia
10279,12,44,Korea South
10280,28,27,United Kingdom
10281,57,20,Ireland
10282,76,11,France
10283,65,11,Costa Rica
10284,63,29,Andorra
10285,38,12,Egypt
10286,87,15,East Timor
10287,100,45,Denmark
10288,91,39,Comoros
10289,64,10,Argentina
10290,26,15,Egypt
10291,23,10,Denmark
10292,43,24,United Kingdom
10293,23,30,Ireland
10294,69,24,Cuba
10295,13,39,Japan
10296,77,30,Dominica
10297,68,12,Ecuador
10298,68,11,Comoros
10299,66,45,Gabon
10300,13,36,Antigua
10301,32,38,Angola
10302,25,39,Denmark
10303,63,37,Costa Rica
10304,37,16,Costa Rica
10305,63,10,Costa Rica
10306,8,17,Cyprus
10307,9,28,Italy
10308,80,36,Antigua
10309,78,11,Algeria
10310,83,26,Colombia
10311,80,10,Angola
10312,40,37,East Timor
10313,33,26,China
10314,61,46,Japan
10315,86,50,Croatia
10316,35,13,Denmark
10317,16,48,Cyprus
10318,87,19,Japan
10319,70,46,Italy
10320,50,7,Colombia
10321,97,13,Costa Rica
10322,26,26,France
10323,29,29,Denmark
10324,25,36,France
10325,96,9,Ecuador
10326,99,38,Costa Rica
10327,54,10,Gabon
10328,12,24,Angola
10329,5,14,Dominica
10330,36,46,Costa Rica
10331,33,37,Cyprus
10332,3,9,Angola
10333,30,22,Andorra
10334,7,9,Costa Rica
10335,61,7,Georgia
10336,99,39,Comoros
10337,83,44,United Kingdom
10338,50,22,Antigua
10339,37,5,Albania
10340,54,15,Colombia
10341,33,25,Czech
10342,10,22,Comoros
10343,3,29,Cyprus
10344,52,29,Afghanistan
10345,43,20,Georgia
10346,84,27,Djibouti
10347,58,29,Denmark
10348,40,1,Gambia
10349,53,6,Gabon
10350,23,19,Algeria
10351,1,4,Comoros
10352,45,27,Costa Rica
10353,54,6,Ireland
10354,17,32,East Timor
10355,95,25,Republic
10356,50,19,Germany
10357,78,33,Croatia
10358,87,34,Afghanistan
10359,6,26,Republic
10360,61,8,Gabon
10361,25,32,Costa Rica
10362,12,42,Republic
10363,27,25,Comoros
10364,75,17,Djibouti
10365,63,40,Croatia
10366,52,49,Congo
10367,29,49,Cyprus
10368,21,21,Georgia
10369,14,23,Angola
10370,2,31,Dominican Republic
10371,75,50,Cyprus
10372,35,15,Gabon
10373,15,16,Gambia
10374,28,30,Cuba
10375,63,10,Gabon
10376,16,8,Andorra
10377,30,26,Colombia
10378,95,11,Cuba
10379,40,26,Czech
10380,76,40,Cuba
10381,60,31,Angola
10382,48,48,East Timor
10383,16,12,Korea South
10384,92,48,Denmark
10385,100,24,Djibouti
10386,51,26,Egypt
10387,47,16,East Timor
10388,74,18,Ireland
10389,74,5,Ireland
10390,93,47,East Timor
10391,36,39,United Kingdom
10392,52,2,Albania
10393,44,10,Japan
10394,51,35,Dominica
10395,96,22,Japan
10396,25,18,Japan
10397,49,23,Costa Rica
10398,98,29,Cuba
10399,34,43,Gambia
10400,13,39,Egypt
10401,6,3,Colombia
10402,94,3,Egypt
10403,49,36,Dominica
10404,81,48,Colombia
10405,42,6,Angola
10406,36,45,Andorra
10407,98,44,Japan
10408,18,47,Cyprus
10409,9,36,East Timor
10410,53,17,Germany
10411,43,23,Antigua
10412,78,47,Angola
10413,35,3,Albania
10414,23,26,Denmark
10415,15,48,Italy
10416,4,15,East Timor
10417,62,50,United Kingdom
10418,54,28,France
10419,34,21,Cyprus
10420,52,45,United Kingdom
10421,71,21,Dominica
10422,68,40,Denmark
10423,48,28,Denmark
10424,37,32,Andorra
10425,43,9,Republic
10426,39,17,Egypt
10427,64,50,Georgia
10428,21,14,United States
10429,6,25,Czech
10430,50,49,Cuba
10431,72,48,Comoros
10432,23,33,Ecuador
10433,34,33,United States
10434,76,29,Andorra
10435,43,23,Comoros
10436,29,7,Germany
10437,23,9,Gambia
10438,17,19,Antigua
10439,58,16,Italy
10440,69,31,Italy
10441,15,11,Egypt
10442,12,29,Djibouti
10443,63,12,Republic
10444,58,21,Republic
10445,18,4,Gambia
10446,18,35,Czech
10447,26,30,Egypt
10448,31,47,Ireland
10449,32,38,Andorra
10450,97,12,Afghanistan
10451,78,14,Comoros
10452,63,24,Ecuador
10453,28,22,Dominica
10454,67,49,United Kingdom
10455,52,28,Afghanistan
10456,48,24,United Kingdom
10457,97,32,Dominica
10458,40,37,Algeria
10459,51,31,Denmark
10460,86,18,Angola
10461,2,46,Djibouti
10462,54,6,Antigua
10463,8,5,Antigua
10464,21,40,Republic
10465,20,46,Colombia
10466,17,14,Costa Rica
10467,24,27,Gambia
10468,34,11,Albania
10469,65,4,Korea South
10470,34,44,Dominica
10471,22,48,Djibouti
10472,42,25,Andorra
10473,66,21,France
10474,3,8,Gabon
10475,73,28,Gabon
10476,96,50,France
10477,73,34,Georgia
10478,43,46,Comoros
10479,4,17,Albania
10480,68,37,Gambia
10481,7,26,Argentina
10482,10,27,Costa Rica
10483,19,45,Djibouti
10484,1,13,Germany
10485,25,20,Albania
10486,82,9,Argentina
10487,19,22,Angola
10488,29,25,Republic
10489,56,25,Korea South
10490,64,15,Germany
10491,80,36,Dominican Republic
10492,57,4,Dominican Republic
10493,15,42,Italy
10494,48,14,Ecuador
10495,10,42,Japan
10496,78,25,Germany
10497,35,50,Comoros
10498,49,15,Afghanistan
10499,3,25,Dominican Republic
10500,10,4,Croatia
10501,95,39,Albania
10502,51,48,Cyprus
10503,56,39,Gambia
10504,99,46,Congo
10505,37,21,Japan
10506,65,12,Italy
10507,74,39,Japan
10508,58,4,Gabon
10509,45,47,Japan
10510,92,29,Denmark
10511,15,34,Cyprus
10512,68,47,Denmark
10513,6,11,Georgia
10514,70,14,Gambia
10515,65,19,Germany
10516,2,9,Czech
10517,70,31,China
10518,22,29,Dominica
10519,5,26,Afghanistan
10520,100,10,Cuba
10521,16,12,Georgia
10522,21,30,Congo
10523,43,50,Djibouti
10524,65,19,Gambia
10525,40,42,China
10526,80,22,Czech
10527,77,28,Cyprus
10528,88,1,Afghanistan
10529,49,20,Djibouti
10530,39,36,France
10531,27,27,Albania
10532,27,37,Cyprus
10533,43,36,Algeria
10534,89,44,Afghanistan
10535,63,21,Czech
10536,43,14,Italy
10537,68,24,Croatia
10538,24,50,Cyprus
10539,76,6,Djibouti
10540,19,35,Costa Rica
10541,77,1,Italy
