scolname,location_country,location_state,location_city,scale_students,scale_faculty
Whitney Davis,Georgia,ok,fact,6210,4341
Aaron Hunter,United States,relationship,here,2007,988
John Gray,Djibouti,religious,structure,7410,4345
Terry Castro,Andorra,that,not,7084,3527
Cassie Francis,Argentina,dog,worker,5456,4079
Alan Nelson,United Kingdom,simple,family,7388,1496
Jessica Curry,Denmark,then,professional,4019,2169
Paul Williams,Congo,see,white,2714,1537
Jacob Roberts,Ecuador,election,eye,8505,2200
Mary Levine,Republic,health,media,778,3911
Jonathan Hernandez,Georgia,spring,wait,7737,3969
Mary Kemp,Afghanistan,live,send,4779,3310
Carla Lee,Congo,myself,give,2125,891
Elizabeth Harris,Afghanistan,war,decide,9477,2893
Jeffrey Mccormick,Colombia,member,everybody,1597,3336
Olivia Smith,Cyprus,property,very,5767,4283
Erin Holt,Japan,provide,go,1059,2974
Dakota Collins,Italy,your,early,2078,412
Shirley Bates,Ireland,hair,audience,817,782
Edward Morgan,Japan,knowledge,training,3532,2531
Brett Thompson,Djibouti,hour,positive,6182,2990
Sierra Holmes,Dominican Republic,style,camera,9763,605
Jason Cooley,Djibouti,similar,scientist,8286,4439
Robert Morgan,Gambia,institution,tough,4645,3352
Mark Crawford,China,white,trouble,6937,4721
Dr. Catherine Powers,Denmark,public,page,2243,4056
Andrea Gonzalez,Cyprus,eight,which,1891,731
Bobby Allen,Republic,simple,necessary,9683,2439
Sandra Byrd,Comoros,either,life,1004,2524
Joseph Chen,Cuba,partner,loss,4696,591
Steven Glover,Djibouti,security,yet,3118,1225
Jason Welch,United Kingdom,miss,begin,7747,2188
April Green,United Kingdom,occur,offer,149,84
Chelsea Robinson PhD,Germany,whole,skin,601,2151
Cesar Martin,Ireland,in,wrong,2673,1202
Jeremy Giles,France,man,together,7518,2180
Brandon Matthews,United Kingdom,ago,second,4435,562
Amy Ramirez,Gabon,he,these,6809,2376
Jacqueline Gaines,Korea South,leave,reflect,7335,4622
Erik Hammond,Cyprus,none,bit,7055,4579
Anthony Suarez,Andorra,position,house,2578,4146
Stephen Flores,Costa Rica,thousand,fear,6508,385
Shannon Bennett,Congo,safe,executive,9889,645
Mr. Micheal Jacobs,Antigua,each,require,9644,518
Christopher Ho,Denmark,within,firm,6674,15
Sarah Gallegos,United Kingdom,reality,far,4090,4734
Jessica Cherry,Egypt,event,chair,3299,2747
Megan Beard,Cyprus,fight,citizen,2441,677
Jonathan Rice,United States,letter,source,8220,3063
Barbara Lawrence,East Timor,rich,believe,4141,889
Megan Webb,Angola,sometimes,fight,8756,3998
Dawn Sherman,Japan,quite,responsibility,550,4575
Timothy Richardson,United States,seven,expect,7164,3074
Laura Diaz,Argentina,check,bag,9416,1113
Amanda Jimenez,Cyprus,gun,role,7656,4245
Kevin Williams,Dominica,clear,five,9341,1732
Robert Gomez,Japan,administration,stand,5107,4714
Rebecca Thompson,Korea South,picture,your,6071,595
Kimberly Carson,Georgia,start,agent,4337,2581
Amanda Alvarez,United Kingdom,stay,significant,5444,2629
Tony Prince,Ireland,sure,decision,4800,3213
Devon Evans,Georgia,with,deal,4434,668
Brian Santos,Andorra,perhaps,partner,1854,791
Joseph Goodwin,Andorra,much,research,5078,4890
Amy Graham,United States,trip,hot,4346,643
Dr. Mark Ramos MD,Korea South,play,entire,2017,486
Jason Wheeler,Germany,other,next,7324,4056
Michael Mcgrath,Dominican Republic,forward,painting,1802,3430
Brandon Castro MD,Gambia,example,alone,6932,2437
John Brown,Albania,type,eight,5096,2607
Michelle Newton,Albania,boy,media,7084,2834
Christopher Grant,Italy,street,everyone,272,4974
Angela James,Republic,yeah,hotel,8792,4304
Charles Hood,China,little,ago,8968,661
Gerald Massey,Italy,program,never,7095,4256
Ann Norris,Gambia,western,bar,2988,2794
Alicia Moran,Congo,letter,art,1771,1701
Michael Carlson,Gambia,word,either,2529,4728
Scott Reed,Korea South,safe,myself,2401,1706
James Dawson,Algeria,conference,strategy,6771,2386
Michael Vaughan,Japan,hotel,concern,839,4798
Dr. Carlos Scott PhD,Dominican Republic,present,learn,3573,4570
Jennifer Grimes,United States,between,old,7425,2361
Emily Mitchell,Italy,relate,exist,6156,2451
Daniel Martin,China,try,agency,1236,3475
Amanda Phillips,Cuba,bad,sound,7032,171
Angela Williams,Czech,prepare,choice,5924,2762
Peter Callahan,Italy,happen,power,2887,3550
Whitney Graves,United States,agency,pay,127,1983
Angelica Harper,Andorra,what,people,3725,1145
David Lawrence,Cyprus,customer,close,7114,4277
Elizabeth Hawkins,Republic,modern,different,2426,4227
Curtis Page,China,authority,process,8193,1942
Amanda Morrow,Antigua,particularly,together,9600,3155
Cynthia Brown,Croatia,trouble,direction,4301,1747
Sarah Weeks,Cuba,draw,represent,9081,4603
Thomas Anderson,Djibouti,outside,campaign,1423,35
Linda Poole,China,subject,whom,8750,4502
Annette Butler,Denmark,challenge,my,99,2630
Robert Rivera,Albania,blood,general,7017,547
Brandy Bradley,Djibouti,six,head,8255,4614
Thomas Phillips,Croatia,lose,family,6300,2554
David Johnson,Congo,line,expert,4714,4097
Tiffany Simmons,Albania,modern,score,4965,3564
Mrs. Lisa Sanchez DDS,Gabon,and,study,8375,170
Mark Henderson,Italy,personal,kid,7099,3640
Amanda Bentley,Dominica,across,window,8179,680
Robert Herrera,Georgia,prove,degree,2357,2557
Jennifer Escobar,Cyprus,idea,provide,6641,3113
Marie Edwards,Japan,attack,space,7371,3339
Wanda Faulkner,United States,major,political,9452,1954
Eric Proctor,Comoros,product,those,3927,1860
Michael Williams,Egypt,soldier,add,1109,813
Allison Wilson,Ireland,only,laugh,3621,4712
Lauren Mckenzie,France,visit,why,1317,765
Trevor Riggs MD,Czech,person,however,3889,179
Joel Gordon,Italy,share,why,3522,816
Stephen Miller,Gambia,exist,sing,1452,1698
Kaylee Mccall,Cuba,name,PM,3116,3758
Martha Smith,Congo,soldier,executive,1635,643
Alice Lee,Georgia,soon,through,7438,1026
Daniel Dixon,Argentina,wrong,firm,3708,4016
Samuel Clements,Comoros,check,firm,245,3123
William Dawson,Costa Rica,ball,ability,1747,74
Cheyenne Johnson,Dominica,total,about,9958,2440
Michael Schwartz,Gabon,sort,reduce,803,2071
Roberto Gutierrez,China,authority,continue,6819,3692
Yvette Wilson,Republic,blue,blood,2927,3421
Erik Andrade,Antigua,of,task,1115,3109
Lindsay Doyle,Dominican Republic,college,glass,9404,1540
Jesse Price,Georgia,owner,far,6490,4257
Sierra Ford,Cyprus,prove,PM,4979,1329
Donald Haynes,Gambia,those,player,31,2942
Sean Richardson,Italy,against,behavior,8370,4013
Valerie Jones,Dominican Republic,opportunity,class,3758,4625
Richard Jones,Albania,most,position,2784,3188
John Oneill,Congo,scene,up,3378,2582
Levi Beasley,Comoros,away,agent,728,1458
Tammy Sullivan,East Timor,whose,space,1680,2254
Robert Miranda,Georgia,have,set,4416,3993
Kevin Sullivan,United States,whether,identify,6701,1440
Elizabeth Adams DVM,Ireland,us,paper,9362,3971
Mary Gonzalez,Algeria,impact,very,7824,282
Danielle Brown,Antigua,action,support,1709,1345
Jason Robertson,Andorra,pattern,local,651,828
Samuel Wallace,Costa Rica,keep,role,2513,4701
Travis Henderson,Comoros,property,according,9333,2855
David Bell,Czech,she,none,1999,2274
Kelly Larson,United States,big,wonder,3918,1799
Shawn Robinson DDS,China,discussion,sound,764,2553
Deborah James,Ecuador,challenge,sister,7,3901
Heather Morgan,Comoros,quality,tonight,2564,2477
Andre Hurst,Argentina,win,only,2263,90
Susan Peterson,Dominica,treatment,likely,8407,1416
William Burke,Czech,part,product,5336,1006
Cheyenne Turner,Japan,wear,consumer,8189,890
Jennifer Fernandez,Dominica,pay,general,4769,1734
Austin Smith,Costa Rica,including,fast,9535,4099
Brandon Oneal,Cyprus,thank,star,3747,2134
Mrs. Holly Lee DDS,Korea South,whether,serve,7425,3321
Aaron Cortez,Croatia,two,after,6404,1950
Walter Romero,Colombia,economic,third,1951,1609
Shawn Curry,United States,miss,beat,8348,4476
April Jones,United Kingdom,authority,brother,9916,2930
Jacob Campbell,Albania,key,seat,8543,4185
Linda Bridges,Japan,trip,simple,4444,1968
Gina Arias,Cyprus,magazine,page,8807,1370
Debra Owens,Croatia,thank,together,829,891
Thomas Woods,Egypt,black,environment,1279,4588
Michael Grant,Egypt,no,share,7134,758
Dawn Flynn,Gabon,school,necessary,4069,2554
Andrew Miller,United States,parent,everyone,2219,2938
Kelsey Christian,Gabon,choose,however,7983,3874
Melissa Pierce,Ecuador,hotel,bring,2885,1110
Crystal Caldwell,Costa Rica,purpose,improve,4670,933
Kimberly Reed,Argentina,music,away,2162,106
Emily Jones,Korea South,science,surface,1511,2198
David Rich,Germany,specific,matter,7942,3860
David Shannon,Albania,edge,it,3333,1814
Tina Johnson,Korea South,choice,join,2402,2674
Veronica Ramos,Djibouti,provide,throw,6481,926
Dale Mendoza,Dominican Republic,seek,always,4954,1758
Dawn Jones,Djibouti,account,training,6097,2265
Stacey Reyes,Andorra,during,cell,5278,2148
Mrs. Danielle Jones PhD,East Timor,project,pay,7545,3593
Ronald Bailey,Dominican Republic,speech,great,2453,4134
Jimmy Matthews,Germany,choice,table,7178,3127
Mr. Seth King,China,increase,course,4583,2224
Jacob Tran,Cuba,still,rest,5735,2732
Lisa Harrison,Japan,both,candidate,1712,910
Victor Santos,Costa Rica,off,ability,892,520
Steven Ochoa,Comoros,reflect,within,283,2216
Alyssa Phillips,Comoros,yard,wind,2541,1600
Stephanie Cook,Egypt,instead,might,8968,4611
Kimberly York,Comoros,college,marriage,650,4646
Dorothy Cunningham,East Timor,himself,whole,6337,652
James Warren II,Algeria,cover,clear,4497,1611
Brent Martinez,Ecuador,most,over,9157,2323
Elizabeth Moore,Afghanistan,whom,appear,5450,2732
Amy Cook,Djibouti,line,office,8683,2522
Dylan Randall,Ireland,activity,audience,6232,1191
Jacqueline Allison,Andorra,learn,chance,7131,1166
Alexander Ross,Korea South,toward,loss,636,133
William Perkins,Ireland,not,defense,1293,3928
Alison Michael,China,once,by,9038,4301
Christine Daniel,Germany,teach,language,2986,4698
Robert White,Afghanistan,answer,part,867,1017
Steven Casey,Colombia,year,claim,5986,3695
Derek King,Albania,protect,current,6809,297
Kelly Stanton,Egypt,he,nature,5443,1734
Michael King,Cuba,program,course,2045,4206
Keith Hutchinson,Germany,page,almost,5921,3315
Timothy Moody,Dominican Republic,hospital,around,6829,594
Linda Mayo,Gambia,court,hot,924,599
Rebecca Fisher,Italy,small,writer,6239,3988
Jonathan Harris,Afghanistan,chance,relationship,5486,4007
Robert Shepherd,Djibouti,story,often,5644,3718
Paul Massey,Afghanistan,throw,city,3140,4817
Lance Steele,Germany,character,western,7136,3181
Morgan Wise,Ireland,most,clearly,6627,640
Chad Watts,Costa Rica,table,participant,5099,4618
Ryan Adkins,Colombia,late,tree,3684,4349
Joshua Tapia,Denmark,when,reflect,4285,1479
Daniel Price,Dominica,rise,rise,6066,224
Alison Munoz,Georgia,effort,happy,2348,2508
Luis Bennett,Korea South,agency,choose,5896,3001
Brittany Rosales,Italy,more,soldier,1012,1199
Jonathan Robinson,Georgia,technology,act,1933,700
Jennifer Hogan,Croatia,article,themselves,7563,4674
Mrs. Jennifer Hart,Albania,fear,citizen,1481,3825
Evelyn Choi,Angola,apply,sometimes,1788,3271
Joseph Carter,Ecuador,federal,chair,2944,1998
Bonnie Villa,Germany,meet,nothing,7989,3761
Robert Johnson,Afghanistan,source,teacher,9115,636
Laura Duffy,United States,nothing,single,3916,1237
David Andrews,Georgia,during,second,144,639
Katherine Jones,Denmark,perform,threat,4901,2084
Danielle Lewis,France,minute,myself,3048,1430
Mr. Patrick Duncan,Cuba,forward,surface,7928,2245
David Bond,Georgia,development,player,5005,1894
William Washington,France,kitchen,tonight,7226,2494
Roger Bell,Costa Rica,oil,be,4209,2613
David Scott,Cuba,world,indicate,5422,442
Karen Lopez,Georgia,maintain,down,9263,3488
Edward Olson,China,change,cultural,2952,976
Rebecca Flores,Denmark,production,lead,4775,1273
Marcus Ruiz,Algeria,center,either,8921,1117
Jonathan Bryant,Gabon,meet,no,5900,801
Christopher Miles,Dominica,decide,contain,8533,993
Jordan Clark,Dominican Republic,article,control,7500,4329
Jill Hughes,United States,nice,church,5276,4055
Wendy Burke,Colombia,dinner,movie,2564,1152
Casey Baker,Cuba,herself,score,4728,3993
Raymond Thomas,Costa Rica,land,wind,5940,3748
Katherine Aguirre,Republic,practice,end,1271,3944
Stephanie Singh,Japan,inside,degree,7951,4000
Rachel Martin,Germany,save,each,3380,3831
Brenda Obrien,Dominican Republic,us,catch,7335,2693
Dr. Oscar Berry PhD,France,service,catch,7822,2173
Isaiah Fitzgerald,Egypt,new,relationship,3093,3618
Helen Parsons,Italy,public,onto,1231,2603
Corey Brown,Ireland,modern,discuss,3594,1747
Laura Hill,Georgia,standard,structure,5537,4942
Brian Crawford,Denmark,technology,phone,9243,347
Taylor Jordan,Cyprus,year,house,1547,3331
Danielle Aguilar,Egypt,sister,improve,147,3201
Brandi Miller,East Timor,trouble,their,4317,4987
Isaiah Daniels MD,Angola,attorney,young,8061,790
Joel Taylor,United Kingdom,down,address,9444,3513
Craig Crawford,Cuba,like,reality,4097,3402
Renee Rush,Cuba,call,seat,562,1181
Mark Harrison,Cyprus,vote,too,4113,2502
Rose Norman,Ireland,father,true,7862,1946
Victoria Boyd,Gabon,set,question,6610,4071
Ashley Vega,Italy,take,approach,1879,4495
Elizabeth Jenkins,Cyprus,top,require,9671,3871
Jeffrey Lynch,Gabon,wonder,seek,9202,4218
Mary Ramirez,Egypt,clear,wall,9635,2153
Gavin Watson,Algeria,election,recently,5738,3515
Charles Smith,Angola,to,term,3969,1804
Rebecca Sanchez,Croatia,with,another,1072,4866
Jennifer Sullivan,Dominican Republic,home,bank,3990,322
Tabitha Barton,Croatia,food,environmental,8481,3730
Gina Phillips,Italy,year,position,8392,4159
Courtney Long,Albania,money,represent,1276,3366
Paige Hanson,Georgia,data,single,6068,162
Sophia Cooper,Germany,become,memory,1221,1587
Shelley Bernard,United Kingdom,hear,together,7307,106
Brandy Martin,Ireland,way,best,2899,4309
Scott White,Gambia,our,see,5428,3515
Jason Armstrong MD,Germany,fine,soon,6104,2615
Benjamin King,Djibouti,fund,black,3835,4272
Lynn Hall,Dominican Republic,color,institution,2677,1618
Randy Olson,Germany,popular,crime,5821,1613
Melissa Brewer,Antigua,key,resource,2140,1934
Anthony Harris,China,between,smile,1659,2039
Patrick Parks,Denmark,everybody,executive,1818,3882
Mrs. Amanda Hudson MD,Ireland,beautiful,car,1665,2792
Michelle Smith,China,prove,where,9862,3455
Dylan Greene,Djibouti,senior,actually,6282,141
Gloria Black,Andorra,fact,despite,8779,2411
Jill Cortez,Afghanistan,sound,note,5337,727
Gina Thomas,Algeria,eat,air,3176,4800
Caitlin Carter,Germany,give,take,2406,4925
Tammy Hodges,East Timor,detail,speak,7566,1911
Holly Obrien,China,machine,garden,8042,38
Audrey Moyer,Georgia,research,sure,3201,4263
Stephen Hebert,Republic,dark,lay,7375,2256
Amanda Green DDS,Albania,can,anyone,3537,1535
James Wilkins,United Kingdom,brother,provide,2049,1780
John Keller,Antigua,war,trade,4760,4974
Chelsey Jefferson,Argentina,window,spring,134,3163
Jessica Smith,France,three,use,1861,1381
Jordan Parks,Colombia,strong,state,3237,2142
Tina Conner,Cuba,us,rise,3153,3104
Rebecca Vincent,Cuba,check,young,5898,2706
Sarah Schaefer,Ireland,bar,nice,484,4098
John Rivera,Argentina,boy,speak,7754,2219
Gabriel Gomez,United Kingdom,window,water,9917,2223
Sean Silva,East Timor,road,animal,9489,737
Danielle Jones,Gambia,catch,those,215,3991
Mark Butler,Colombia,next,take,1349,4856
Donald Baker,Korea South,door,wife,6744,2509
Carol Mueller,Angola,ever,president,5586,924
Dr. John Thompson,United States,friend,knowledge,430,833
Aaron Davidson,Dominica,significant,program,1857,1962
Melvin Dennis,Afghanistan,write,life,3904,1962
Gerald Lewis,Ireland,choice,those,3879,1735
Sarah Wright,Cuba,put,machine,7104,3524
Jeffrey Woods,Argentina,government,any,8345,2240
Crystal Hall,China,picture,where,8534,2776
Amy Morales,Algeria,song,career,5978,4620
Michelle Norris,Colombia,partner,mean,1572,4715
Kevin Harrell,Ireland,only,action,3314,1335
Jamie Ward,United Kingdom,fill,represent,7363,240
Deanna Cook,Korea South,finally,arm,6172,4562
Justin Williams,Ecuador,budget,music,5864,4254
Jack Cantu,United States,finish,probably,5384,996
Tara Watts,Cuba,change,have,6939,1176
Beverly Vasquez,Angola,watch,establish,1124,1919
Troy Ortiz,Dominica,teach,risk,4874,1662
Beverly Levy,Ireland,around,policy,8731,401
James Wang,Germany,partner,central,6387,284
Rhonda Williams MD,Italy,natural,decide,5902,1355
Anita Phillips,Italy,product,herself,8670,4058
Christina Garcia,Comoros,month,follow,1628,4773
Derrick Brooks,Croatia,idea,born,3261,4781
David Maldonado,Georgia,city,decade,8861,2242
Dennis Mcintyre,Denmark,raise,career,3786,2695
Jennifer Chang,Ecuador,coach,dream,7017,4697
David Cox,Andorra,white,off,122,4419
Vincent Barnes,Angola,wife,cause,2176,2377
Angel Yates,Afghanistan,certain,statement,7453,2016
David Glass II,Algeria,Mrs,doctor,1420,4440
Justin Patrick,France,move,strategy,3831,2187
Karl Roach,Angola,factor,radio,2080,1845
Edwin Maddox,Andorra,image,operation,7268,2229
Jessica Owens,Croatia,somebody,may,7973,164
Amy Douglas,Croatia,lawyer,Democrat,6774,3013
Tamara Patterson,Korea South,believe,explain,3202,2351
Stephanie Williams,Dominican Republic,concern,pattern,4675,1198
Christine Hayes,Japan,member,effect,2658,4621
Ashley Garcia,Comoros,full,get,4537,1014
Walter Perkins,Costa Rica,store,middle,3120,4187
Jennifer Rios,Croatia,owner,figure,7917,2833
Eric Smith,United Kingdom,bring,picture,3683,3621
Erin Hardy,Gabon,necessary,decade,4655,3863
Mary Wilcox,United Kingdom,adult,cold,5639,2453
Jennifer Lopez,France,need,democratic,5196,397
Alejandra Price,Angola,fund,east,8512,3639
Steven Simmons,Dominican Republic,admit,miss,8786,4767
Gary Davis,Comoros,night,specific,2475,1571
Brandon Gonzalez,Algeria,appear,realize,4457,3424
Lisa Huang,Cyprus,worry,deal,9612,3894
Nicholas Jacobs,Afghanistan,activity,occur,8336,4678
Anthony Johnson,Germany,little,my,6129,1299
Debra Gay,Congo,party,this,175,485
Jeffrey Johnson,Egypt,guess,quality,9751,4814
James Gonzales,Italy,writer,area,7219,400
Natalie Roman,East Timor,build,with,1055,2287
John Warren,United States,start,economic,228,435
James Taylor,Ecuador,trial,get,6646,714
Kevin Baker,Comoros,become,attention,6688,1543
Anthony Clark,Germany,late,themselves,9367,1642
Christina Gallagher,Antigua,before,billion,5270,2799
Julian Farmer,Albania,skill,your,8052,374
Ashley Johnson,Czech,other,yes,1362,653
